,metric_name,description,value
30796,"fill rate (rec935,disposableBooties)",fill rate of recipient rec935 limited to disposableBooties,0.0
30797,"fill rate (rec935,faceShields)",fill rate of recipient rec935 limited to faceShields,0.0
30798,"fill rate (rec935,gowns)",fill rate of recipient rec935 limited to gowns,0.0
30799,"fill rate (rec935,surgicalMasks)",fill rate of recipient rec935 limited to surgicalMasks,0.0
30800,"fill rate (rec936,disinfectingWipes)",fill rate of recipient rec936 limited to disinfectingWipes,0.0
30801,"fill rate (rec936,gowns)",fill rate of recipient rec936 limited to gowns,0.0
30802,"fill rate (rec936,nitrileGloves)",fill rate of recipient rec936 limited to nitrileGloves,0.0
30803,"fill rate (rec936,respirators)",fill rate of recipient rec936 limited to respirators,0.0
30804,"fill rate (rec937,disinfectingWipes)",fill rate of recipient rec937 limited to disinfectingWipes,0.0
30805,"fill rate (rec937,disposableBooties)",fill rate of recipient rec937 limited to disposableBooties,0.0
30806,"fill rate (rec937,faceShields)",fill rate of recipient rec937 limited to faceShields,0.0
30807,"fill rate (rec937,gowns)",fill rate of recipient rec937 limited to gowns,0.0
30808,"fill rate (rec937,handmadeMasks)",fill rate of recipient rec937 limited to handmadeMasks,0.0
30809,"fill rate (rec937,nitrileGloves)",fill rate of recipient rec937 limited to nitrileGloves,0.0
30810,"fill rate (rec937,respirators)",fill rate of recipient rec937 limited to respirators,0.0
30811,"fill rate (rec937,thermometers)",fill rate of recipient rec937 limited to thermometers,0.0
30812,"fill rate (rec938,disinfectingWipes)",fill rate of recipient rec938 limited to disinfectingWipes,0.0
30813,"fill rate (rec938,disposableBooties)",fill rate of recipient rec938 limited to disposableBooties,0.0
30814,"fill rate (rec938,faceShields)",fill rate of recipient rec938 limited to faceShields,0.0
30815,"fill rate (rec938,gowns)",fill rate of recipient rec938 limited to gowns,0.0
30816,"fill rate (rec938,handSanitizer)",fill rate of recipient rec938 limited to handSanitizer,0.0
30817,"fill rate (rec938,nitrileGloves)",fill rate of recipient rec938 limited to nitrileGloves,0.0
30818,"fill rate (rec938,surgicalMasks)",fill rate of recipient rec938 limited to surgicalMasks,0.0
30819,"fill rate (rec938,thermometers)",fill rate of recipient rec938 limited to thermometers,0.0
30820,"fill rate (rec939,disinfectingWipes)",fill rate of recipient rec939 limited to disinfectingWipes,0.0
30821,"fill rate (rec939,disposableBooties)",fill rate of recipient rec939 limited to disposableBooties,0.0
30822,"fill rate (rec939,faceShields)",fill rate of recipient rec939 limited to faceShields,0.0
30823,"fill rate (rec939,gowns)",fill rate of recipient rec939 limited to gowns,0.0
30824,"fill rate (rec939,handmadeMasks)",fill rate of recipient rec939 limited to handmadeMasks,0.0
30825,"fill rate (rec939,nitrileGloves)",fill rate of recipient rec939 limited to nitrileGloves,0.0
30826,"fill rate (rec939,respirators)",fill rate of recipient rec939 limited to respirators,0.0
30827,"fill rate (rec939,thermometers)",fill rate of recipient rec939 limited to thermometers,0.0
30828,"fill rate (rec94,disinfectingWipes)",fill rate of recipient rec94 limited to disinfectingWipes,0.0
30829,"fill rate (rec94,faceShields)",fill rate of recipient rec94 limited to faceShields,0.0
30830,"fill rate (rec94,gowns)",fill rate of recipient rec94 limited to gowns,0.0
30831,"fill rate (rec94,handSanitizer)",fill rate of recipient rec94 limited to handSanitizer,0.0
30832,"fill rate (rec94,nitrileGloves)",fill rate of recipient rec94 limited to nitrileGloves,0.0
30833,"fill rate (rec94,respirators)",fill rate of recipient rec94 limited to respirators,0.0
30834,"fill rate (rec940,surgicalMasks)",fill rate of recipient rec940 limited to surgicalMasks,0.0
30835,"fill rate (rec941,disinfectingWipes)",fill rate of recipient rec941 limited to disinfectingWipes,0.0
30836,"fill rate (rec941,disposableBooties)",fill rate of recipient rec941 limited to disposableBooties,0.0
30837,"fill rate (rec941,gowns)",fill rate of recipient rec941 limited to gowns,0.0
30838,"fill rate (rec941,nitrileGloves)",fill rate of recipient rec941 limited to nitrileGloves,0.0
30839,"fill rate (rec941,respirators)",fill rate of recipient rec941 limited to respirators,0.0
30840,"fill rate (rec941,thermometers)",fill rate of recipient rec941 limited to thermometers,0.0
30841,"fill rate (rec942,faceShields)",fill rate of recipient rec942 limited to faceShields,0.0
30842,"fill rate (rec942,gowns)",fill rate of recipient rec942 limited to gowns,0.0
30843,"fill rate (rec942,nitrileGloves)",fill rate of recipient rec942 limited to nitrileGloves,0.0
30844,"fill rate (rec942,respirators)",fill rate of recipient rec942 limited to respirators,0.0
30845,"fill rate (rec943,disinfectingWipes)",fill rate of recipient rec943 limited to disinfectingWipes,0.0
30846,"fill rate (rec943,disposableBooties)",fill rate of recipient rec943 limited to disposableBooties,0.0
30847,"fill rate (rec943,faceShields)",fill rate of recipient rec943 limited to faceShields,0.0
30848,"fill rate (rec943,gowns)",fill rate of recipient rec943 limited to gowns,0.0
30849,"fill rate (rec943,handmadeMasks)",fill rate of recipient rec943 limited to handmadeMasks,0.0
30850,"fill rate (rec943,nitrileGloves)",fill rate of recipient rec943 limited to nitrileGloves,0.0
30851,"fill rate (rec943,respirators)",fill rate of recipient rec943 limited to respirators,0.0
30852,"fill rate (rec943,thermometers)",fill rate of recipient rec943 limited to thermometers,0.0
30853,"fill rate (rec944,faceShields)",fill rate of recipient rec944 limited to faceShields,0.0
30854,"fill rate (rec944,gowns)",fill rate of recipient rec944 limited to gowns,0.0
30855,"fill rate (rec944,nitrileGloves)",fill rate of recipient rec944 limited to nitrileGloves,0.0
30856,"fill rate (rec944,respirators)",fill rate of recipient rec944 limited to respirators,0.0
30857,"fill rate (rec945,gowns)",fill rate of recipient rec945 limited to gowns,0.0
30858,"fill rate (rec945,respirators)",fill rate of recipient rec945 limited to respirators,0.0
30859,"fill rate (rec946,disinfectingWipes)",fill rate of recipient rec946 limited to disinfectingWipes,0.0
30860,"fill rate (rec946,faceShields)",fill rate of recipient rec946 limited to faceShields,0.0
30861,"fill rate (rec946,gowns)",fill rate of recipient rec946 limited to gowns,0.0
30862,"fill rate (rec946,respirators)",fill rate of recipient rec946 limited to respirators,0.0
30863,"fill rate (rec947,disinfectingWipes)",fill rate of recipient rec947 limited to disinfectingWipes,0.0
30864,"fill rate (rec947,disposableBooties)",fill rate of recipient rec947 limited to disposableBooties,0.0
30865,"fill rate (rec947,faceShields)",fill rate of recipient rec947 limited to faceShields,0.0
30866,"fill rate (rec947,gowns)",fill rate of recipient rec947 limited to gowns,0.0
30867,"fill rate (rec947,handSanitizer)",fill rate of recipient rec947 limited to handSanitizer,0.0
30868,"fill rate (rec947,handmadeMasks)",fill rate of recipient rec947 limited to handmadeMasks,0.0
30869,"fill rate (rec947,nitrileGloves)",fill rate of recipient rec947 limited to nitrileGloves,0.0
30870,"fill rate (rec947,respirators)",fill rate of recipient rec947 limited to respirators,0.0
30871,"fill rate (rec948,disinfectingWipes)",fill rate of recipient rec948 limited to disinfectingWipes,0.0
30872,"fill rate (rec948,faceShields)",fill rate of recipient rec948 limited to faceShields,0.0
30873,"fill rate (rec948,gowns)",fill rate of recipient rec948 limited to gowns,0.0
30874,"fill rate (rec948,handSanitizer)",fill rate of recipient rec948 limited to handSanitizer,0.0
30875,"fill rate (rec948,handmadeMasks)",fill rate of recipient rec948 limited to handmadeMasks,0.0
30876,"fill rate (rec948,nitrileGloves)",fill rate of recipient rec948 limited to nitrileGloves,0.0
30877,"fill rate (rec948,respirators)",fill rate of recipient rec948 limited to respirators,0.0
30878,"fill rate (rec948,thermometers)",fill rate of recipient rec948 limited to thermometers,0.0
30879,"fill rate (rec949,faceShields)",fill rate of recipient rec949 limited to faceShields,0.0
30880,"fill rate (rec949,respirators)",fill rate of recipient rec949 limited to respirators,0.0
30881,"fill rate (rec949,surgicalMasks)",fill rate of recipient rec949 limited to surgicalMasks,0.0
30882,"fill rate (rec949,thermometers)",fill rate of recipient rec949 limited to thermometers,0.0
30883,"fill rate (rec95,disinfectingWipes)",fill rate of recipient rec95 limited to disinfectingWipes,0.0
30884,"fill rate (rec95,faceShields)",fill rate of recipient rec95 limited to faceShields,0.0
30885,"fill rate (rec95,handmadeMasks)",fill rate of recipient rec95 limited to handmadeMasks,0.0
30886,"fill rate (rec95,respirators)",fill rate of recipient rec95 limited to respirators,0.0
30887,"fill rate (rec95,thermometers)",fill rate of recipient rec95 limited to thermometers,0.0
30888,"fill rate (rec950,disinfectingWipes)",fill rate of recipient rec950 limited to disinfectingWipes,0.0
30889,"fill rate (rec950,faceShields)",fill rate of recipient rec950 limited to faceShields,0.0
30890,"fill rate (rec950,respirators)",fill rate of recipient rec950 limited to respirators,0.0
30891,"fill rate (rec950,thermometers)",fill rate of recipient rec950 limited to thermometers,0.0
30892,"fill rate (rec951,nitrileGloves)",fill rate of recipient rec951 limited to nitrileGloves,0.0
30893,"fill rate (rec951,surgicalMasks)",fill rate of recipient rec951 limited to surgicalMasks,0.0
30894,"fill rate (rec952,disinfectingWipes)",fill rate of recipient rec952 limited to disinfectingWipes,0.0
30895,"fill rate (rec952,faceShields)",fill rate of recipient rec952 limited to faceShields,0.0
30896,"fill rate (rec952,gowns)",fill rate of recipient rec952 limited to gowns,0.0
30897,"fill rate (rec952,handSanitizer)",fill rate of recipient rec952 limited to handSanitizer,0.0
30898,"fill rate (rec952,handmadeMasks)",fill rate of recipient rec952 limited to handmadeMasks,0.0
30899,"fill rate (rec952,respirators)",fill rate of recipient rec952 limited to respirators,0.0
30900,"fill rate (rec952,thermometers)",fill rate of recipient rec952 limited to thermometers,0.0
30901,"fill rate (rec953,disinfectingWipes)",fill rate of recipient rec953 limited to disinfectingWipes,0.0
30902,"fill rate (rec953,disposableBooties)",fill rate of recipient rec953 limited to disposableBooties,0.0
30903,"fill rate (rec953,faceShields)",fill rate of recipient rec953 limited to faceShields,0.0
30904,"fill rate (rec953,gowns)",fill rate of recipient rec953 limited to gowns,0.0
30905,"fill rate (rec953,respirators)",fill rate of recipient rec953 limited to respirators,0.0
30906,"fill rate (rec953,thermometers)",fill rate of recipient rec953 limited to thermometers,0.0
30907,"fill rate (rec954,disinfectingWipes)",fill rate of recipient rec954 limited to disinfectingWipes,0.0
30908,"fill rate (rec954,faceShields)",fill rate of recipient rec954 limited to faceShields,0.0
30909,"fill rate (rec954,gowns)",fill rate of recipient rec954 limited to gowns,0.0
30910,"fill rate (rec954,respirators)",fill rate of recipient rec954 limited to respirators,0.0
30911,"fill rate (rec955,disinfectingWipes)",fill rate of recipient rec955 limited to disinfectingWipes,0.0
30912,"fill rate (rec955,faceShields)",fill rate of recipient rec955 limited to faceShields,0.0
30913,"fill rate (rec955,gowns)",fill rate of recipient rec955 limited to gowns,0.0
30914,"fill rate (rec955,respirators)",fill rate of recipient rec955 limited to respirators,0.0
30915,"fill rate (rec956,disinfectingWipes)",fill rate of recipient rec956 limited to disinfectingWipes,0.0
30916,"fill rate (rec956,disposableBooties)",fill rate of recipient rec956 limited to disposableBooties,0.0
30917,"fill rate (rec956,faceShields)",fill rate of recipient rec956 limited to faceShields,0.0
30918,"fill rate (rec956,gowns)",fill rate of recipient rec956 limited to gowns,0.0
30919,"fill rate (rec956,handmadeMasks)",fill rate of recipient rec956 limited to handmadeMasks,0.0
30920,"fill rate (rec956,nitrileGloves)",fill rate of recipient rec956 limited to nitrileGloves,0.0
30921,"fill rate (rec956,respirators)",fill rate of recipient rec956 limited to respirators,0.0
30922,"fill rate (rec956,thermometers)",fill rate of recipient rec956 limited to thermometers,0.0
30923,"fill rate (rec957,faceShields)",fill rate of recipient rec957 limited to faceShields,0.0
30924,"fill rate (rec957,gowns)",fill rate of recipient rec957 limited to gowns,0.0
30925,"fill rate (rec957,handSanitizer)",fill rate of recipient rec957 limited to handSanitizer,0.0
30926,"fill rate (rec957,nitrileGloves)",fill rate of recipient rec957 limited to nitrileGloves,0.0
30927,"fill rate (rec957,respirators)",fill rate of recipient rec957 limited to respirators,0.0
30928,"fill rate (rec958,respirators)",fill rate of recipient rec958 limited to respirators,0.0
30929,"fill rate (rec959,faceShields)",fill rate of recipient rec959 limited to faceShields,0.0
30930,"fill rate (rec959,gowns)",fill rate of recipient rec959 limited to gowns,0.0
30931,"fill rate (rec959,respirators)",fill rate of recipient rec959 limited to respirators,0.0
30932,"fill rate (rec96,disinfectingWipes)",fill rate of recipient rec96 limited to disinfectingWipes,0.0
30933,"fill rate (rec96,faceShields)",fill rate of recipient rec96 limited to faceShields,0.0
30934,"fill rate (rec96,gowns)",fill rate of recipient rec96 limited to gowns,0.0
30935,"fill rate (rec96,handSanitizer)",fill rate of recipient rec96 limited to handSanitizer,0.0
30936,"fill rate (rec96,handmadeMasks)",fill rate of recipient rec96 limited to handmadeMasks,0.0
30937,"fill rate (rec96,nitrileGloves)",fill rate of recipient rec96 limited to nitrileGloves,0.0
30938,"fill rate (rec96,respirators)",fill rate of recipient rec96 limited to respirators,0.0
30939,"fill rate (rec96,thermometers)",fill rate of recipient rec96 limited to thermometers,0.0
30940,"fill rate (rec960,disinfectingWipes)",fill rate of recipient rec960 limited to disinfectingWipes,0.0
30941,"fill rate (rec960,disposableBooties)",fill rate of recipient rec960 limited to disposableBooties,0.0
30942,"fill rate (rec960,faceShields)",fill rate of recipient rec960 limited to faceShields,0.0
30943,"fill rate (rec960,gowns)",fill rate of recipient rec960 limited to gowns,0.0
30944,"fill rate (rec960,nitrileGloves)",fill rate of recipient rec960 limited to nitrileGloves,0.0
30945,"fill rate (rec960,respirators)",fill rate of recipient rec960 limited to respirators,0.0
30946,"fill rate (rec960,thermometers)",fill rate of recipient rec960 limited to thermometers,0.0
30947,"fill rate (rec961,disinfectingWipes)",fill rate of recipient rec961 limited to disinfectingWipes,0.0
30948,"fill rate (rec961,faceShields)",fill rate of recipient rec961 limited to faceShields,0.0
30949,"fill rate (rec961,gowns)",fill rate of recipient rec961 limited to gowns,0.0
30950,"fill rate (rec961,handmadeMasks)",fill rate of recipient rec961 limited to handmadeMasks,0.0
30951,"fill rate (rec961,nitrileGloves)",fill rate of recipient rec961 limited to nitrileGloves,0.0
30952,"fill rate (rec961,respirators)",fill rate of recipient rec961 limited to respirators,0.0
30953,"fill rate (rec961,thermometers)",fill rate of recipient rec961 limited to thermometers,0.0
30954,"fill rate (rec962,disinfectingWipes)",fill rate of recipient rec962 limited to disinfectingWipes,0.0
30955,"fill rate (rec962,gowns)",fill rate of recipient rec962 limited to gowns,0.0
30956,"fill rate (rec962,handmadeMasks)",fill rate of recipient rec962 limited to handmadeMasks,0.0
30957,"fill rate (rec962,respirators)",fill rate of recipient rec962 limited to respirators,0.0
30958,"fill rate (rec963,disinfectingWipes)",fill rate of recipient rec963 limited to disinfectingWipes,0.0
30959,"fill rate (rec963,faceShields)",fill rate of recipient rec963 limited to faceShields,0.0
30960,"fill rate (rec963,gowns)",fill rate of recipient rec963 limited to gowns,0.0
30961,"fill rate (rec963,respirators)",fill rate of recipient rec963 limited to respirators,0.0
30962,"fill rate (rec963,thermometers)",fill rate of recipient rec963 limited to thermometers,0.0
30963,"fill rate (rec964,disinfectingWipes)",fill rate of recipient rec964 limited to disinfectingWipes,0.0
30964,"fill rate (rec964,nitrileGloves)",fill rate of recipient rec964 limited to nitrileGloves,0.0
30965,"fill rate (rec964,respirators)",fill rate of recipient rec964 limited to respirators,0.0
30966,"fill rate (rec964,thermometers)",fill rate of recipient rec964 limited to thermometers,0.0
30967,"fill rate (rec965,disinfectingWipes)",fill rate of recipient rec965 limited to disinfectingWipes,0.0
30968,"fill rate (rec965,faceShields)",fill rate of recipient rec965 limited to faceShields,0.0
30969,"fill rate (rec965,handmadeMasks)",fill rate of recipient rec965 limited to handmadeMasks,0.0
30970,"fill rate (rec965,nitrileGloves)",fill rate of recipient rec965 limited to nitrileGloves,0.0
30971,"fill rate (rec965,surgicalMasks)",fill rate of recipient rec965 limited to surgicalMasks,0.0
30972,"fill rate (rec966,disinfectingWipes)",fill rate of recipient rec966 limited to disinfectingWipes,0.0
30973,"fill rate (rec966,faceShields)",fill rate of recipient rec966 limited to faceShields,0.0
30974,"fill rate (rec966,gowns)",fill rate of recipient rec966 limited to gowns,0.0
30975,"fill rate (rec966,respirators)",fill rate of recipient rec966 limited to respirators,0.0
30976,"fill rate (rec967,disinfectingWipes)",fill rate of recipient rec967 limited to disinfectingWipes,0.0
30977,"fill rate (rec967,handSanitizer)",fill rate of recipient rec967 limited to handSanitizer,0.0
30978,"fill rate (rec967,respirators)",fill rate of recipient rec967 limited to respirators,0.0
30979,"fill rate (rec968,disinfectingWipes)",fill rate of recipient rec968 limited to disinfectingWipes,0.0
30980,"fill rate (rec968,disposableBooties)",fill rate of recipient rec968 limited to disposableBooties,0.0
30981,"fill rate (rec968,faceShields)",fill rate of recipient rec968 limited to faceShields,0.0
30982,"fill rate (rec968,gowns)",fill rate of recipient rec968 limited to gowns,0.0
30983,"fill rate (rec968,handmadeMasks)",fill rate of recipient rec968 limited to handmadeMasks,0.0
30984,"fill rate (rec968,respirators)",fill rate of recipient rec968 limited to respirators,0.0
30985,"fill rate (rec969,disinfectingWipes)",fill rate of recipient rec969 limited to disinfectingWipes,0.0
30986,"fill rate (rec969,gowns)",fill rate of recipient rec969 limited to gowns,0.0
30987,"fill rate (rec969,handSanitizer)",fill rate of recipient rec969 limited to handSanitizer,0.0
30988,"fill rate (rec969,nitrileGloves)",fill rate of recipient rec969 limited to nitrileGloves,0.0
30989,"fill rate (rec969,respirators)",fill rate of recipient rec969 limited to respirators,0.0
30990,"fill rate (rec969,thermometers)",fill rate of recipient rec969 limited to thermometers,0.0
30991,"fill rate (rec97,disinfectingWipes)",fill rate of recipient rec97 limited to disinfectingWipes,0.0
30992,"fill rate (rec97,faceShields)",fill rate of recipient rec97 limited to faceShields,0.0
30993,"fill rate (rec97,gowns)",fill rate of recipient rec97 limited to gowns,0.0
30994,"fill rate (rec97,handSanitizer)",fill rate of recipient rec97 limited to handSanitizer,0.0
30995,"fill rate (rec97,respirators)",fill rate of recipient rec97 limited to respirators,0.0
30996,"fill rate (rec970,disinfectingWipes)",fill rate of recipient rec970 limited to disinfectingWipes,0.0
30997,"fill rate (rec970,nitrileGloves)",fill rate of recipient rec970 limited to nitrileGloves,0.0
30998,"fill rate (rec970,surgicalMasks)",fill rate of recipient rec970 limited to surgicalMasks,0.0
30999,"fill rate (rec971,disinfectingWipes)",fill rate of recipient rec971 limited to disinfectingWipes,0.0
31000,"fill rate (rec971,faceShields)",fill rate of recipient rec971 limited to faceShields,0.0
31001,"fill rate (rec971,gowns)",fill rate of recipient rec971 limited to gowns,0.0
31002,"fill rate (rec971,nitrileGloves)",fill rate of recipient rec971 limited to nitrileGloves,0.0
31003,"fill rate (rec971,respirators)",fill rate of recipient rec971 limited to respirators,0.0
31004,"fill rate (rec971,thermometers)",fill rate of recipient rec971 limited to thermometers,0.0
31005,"fill rate (rec972,disinfectingWipes)",fill rate of recipient rec972 limited to disinfectingWipes,0.0
31006,"fill rate (rec972,gowns)",fill rate of recipient rec972 limited to gowns,0.0
31007,"fill rate (rec972,handmadeMasks)",fill rate of recipient rec972 limited to handmadeMasks,0.0
31008,"fill rate (rec972,nitrileGloves)",fill rate of recipient rec972 limited to nitrileGloves,0.0
31009,"fill rate (rec972,surgicalMasks)",fill rate of recipient rec972 limited to surgicalMasks,0.0
31010,"fill rate (rec973,disinfectingWipes)",fill rate of recipient rec973 limited to disinfectingWipes,0.0
31011,"fill rate (rec973,disposableBooties)",fill rate of recipient rec973 limited to disposableBooties,0.0
31012,"fill rate (rec973,faceShields)",fill rate of recipient rec973 limited to faceShields,0.0
31013,"fill rate (rec973,gowns)",fill rate of recipient rec973 limited to gowns,0.0
31014,"fill rate (rec973,nitrileGloves)",fill rate of recipient rec973 limited to nitrileGloves,0.0
31015,"fill rate (rec973,surgicalMasks)",fill rate of recipient rec973 limited to surgicalMasks,0.0
31016,"fill rate (rec973,thermometers)",fill rate of recipient rec973 limited to thermometers,0.0
31017,"fill rate (rec974,disinfectingWipes)",fill rate of recipient rec974 limited to disinfectingWipes,0.0
31018,"fill rate (rec974,disposableBooties)",fill rate of recipient rec974 limited to disposableBooties,0.0
31019,"fill rate (rec974,faceShields)",fill rate of recipient rec974 limited to faceShields,0.0
31020,"fill rate (rec974,gowns)",fill rate of recipient rec974 limited to gowns,0.0
31021,"fill rate (rec974,handmadeMasks)",fill rate of recipient rec974 limited to handmadeMasks,0.0
31022,"fill rate (rec974,respirators)",fill rate of recipient rec974 limited to respirators,0.0
31023,"fill rate (rec974,surgicalMasks)",fill rate of recipient rec974 limited to surgicalMasks,0.0
31024,"fill rate (rec974,thermometers)",fill rate of recipient rec974 limited to thermometers,0.0
31025,"fill rate (rec975,disinfectingWipes)",fill rate of recipient rec975 limited to disinfectingWipes,0.0
31026,"fill rate (rec975,faceShields)",fill rate of recipient rec975 limited to faceShields,0.0
31027,"fill rate (rec975,gowns)",fill rate of recipient rec975 limited to gowns,0.0
31028,"fill rate (rec975,respirators)",fill rate of recipient rec975 limited to respirators,0.0
31029,"fill rate (rec976,disinfectingWipes)",fill rate of recipient rec976 limited to disinfectingWipes,0.0
31030,"fill rate (rec976,disposableBooties)",fill rate of recipient rec976 limited to disposableBooties,0.0
31031,"fill rate (rec976,faceShields)",fill rate of recipient rec976 limited to faceShields,0.0
31032,"fill rate (rec976,gowns)",fill rate of recipient rec976 limited to gowns,0.0
31033,"fill rate (rec976,nitrileGloves)",fill rate of recipient rec976 limited to nitrileGloves,0.0
31034,"fill rate (rec976,surgicalMasks)",fill rate of recipient rec976 limited to surgicalMasks,0.0
31035,"fill rate (rec976,thermometers)",fill rate of recipient rec976 limited to thermometers,0.0
31036,"fill rate (rec977,disinfectingWipes)",fill rate of recipient rec977 limited to disinfectingWipes,0.0
31037,"fill rate (rec977,handmadeMasks)",fill rate of recipient rec977 limited to handmadeMasks,0.0
31038,"fill rate (rec977,nitrileGloves)",fill rate of recipient rec977 limited to nitrileGloves,0.0
31039,"fill rate (rec977,respirators)",fill rate of recipient rec977 limited to respirators,0.0
31040,"fill rate (rec977,thermometers)",fill rate of recipient rec977 limited to thermometers,0.0
31041,"fill rate (rec978,disinfectingWipes)",fill rate of recipient rec978 limited to disinfectingWipes,0.0
31042,"fill rate (rec978,disposableBooties)",fill rate of recipient rec978 limited to disposableBooties,0.0
31043,"fill rate (rec978,faceShields)",fill rate of recipient rec978 limited to faceShields,0.0
31044,"fill rate (rec978,gowns)",fill rate of recipient rec978 limited to gowns,0.0
31045,"fill rate (rec978,handmadeMasks)",fill rate of recipient rec978 limited to handmadeMasks,0.0
31046,"fill rate (rec978,nitrileGloves)",fill rate of recipient rec978 limited to nitrileGloves,0.0
31047,"fill rate (rec978,respirators)",fill rate of recipient rec978 limited to respirators,0.0
31048,"fill rate (rec979,disinfectingWipes)",fill rate of recipient rec979 limited to disinfectingWipes,0.0
31049,"fill rate (rec979,disposableBooties)",fill rate of recipient rec979 limited to disposableBooties,0.0
31050,"fill rate (rec979,faceShields)",fill rate of recipient rec979 limited to faceShields,0.0
31051,"fill rate (rec979,gowns)",fill rate of recipient rec979 limited to gowns,0.0
31052,"fill rate (rec979,handmadeMasks)",fill rate of recipient rec979 limited to handmadeMasks,0.0
31053,"fill rate (rec979,nitrileGloves)",fill rate of recipient rec979 limited to nitrileGloves,0.0
31054,"fill rate (rec979,respirators)",fill rate of recipient rec979 limited to respirators,0.0
31055,"fill rate (rec979,thermometers)",fill rate of recipient rec979 limited to thermometers,0.0
31056,"fill rate (rec98,gowns)",fill rate of recipient rec98 limited to gowns,0.0
31057,"fill rate (rec98,handSanitizer)",fill rate of recipient rec98 limited to handSanitizer,0.0
31058,"fill rate (rec98,nitrileGloves)",fill rate of recipient rec98 limited to nitrileGloves,0.0
31059,"fill rate (rec98,surgicalMasks)",fill rate of recipient rec98 limited to surgicalMasks,0.0
31060,"fill rate (rec980,disinfectingWipes)",fill rate of recipient rec980 limited to disinfectingWipes,0.0
31061,"fill rate (rec980,disposableBooties)",fill rate of recipient rec980 limited to disposableBooties,0.0
31062,"fill rate (rec980,faceShields)",fill rate of recipient rec980 limited to faceShields,0.0
31063,"fill rate (rec980,gowns)",fill rate of recipient rec980 limited to gowns,0.0
31064,"fill rate (rec980,respirators)",fill rate of recipient rec980 limited to respirators,0.0
31065,"fill rate (rec981,disinfectingWipes)",fill rate of recipient rec981 limited to disinfectingWipes,0.0
31066,"fill rate (rec981,gowns)",fill rate of recipient rec981 limited to gowns,0.0
31067,"fill rate (rec981,respirators)",fill rate of recipient rec981 limited to respirators,0.0
31068,"fill rate (rec981,thermometers)",fill rate of recipient rec981 limited to thermometers,0.0
31069,"fill rate (rec982,disinfectingWipes)",fill rate of recipient rec982 limited to disinfectingWipes,0.0
31070,"fill rate (rec982,disposableBooties)",fill rate of recipient rec982 limited to disposableBooties,0.0
31071,"fill rate (rec982,faceShields)",fill rate of recipient rec982 limited to faceShields,0.0
31072,"fill rate (rec982,gowns)",fill rate of recipient rec982 limited to gowns,0.0
31073,"fill rate (rec982,handmadeMasks)",fill rate of recipient rec982 limited to handmadeMasks,0.0
31074,"fill rate (rec982,nitrileGloves)",fill rate of recipient rec982 limited to nitrileGloves,0.0
31075,"fill rate (rec982,respirators)",fill rate of recipient rec982 limited to respirators,0.0
31076,"fill rate (rec982,thermometers)",fill rate of recipient rec982 limited to thermometers,0.0
31077,"fill rate (rec983,disinfectingWipes)",fill rate of recipient rec983 limited to disinfectingWipes,0.0
31078,"fill rate (rec983,disposableBooties)",fill rate of recipient rec983 limited to disposableBooties,0.0
31079,"fill rate (rec983,faceShields)",fill rate of recipient rec983 limited to faceShields,0.0
31080,"fill rate (rec983,gowns)",fill rate of recipient rec983 limited to gowns,0.0
31081,"fill rate (rec983,nitrileGloves)",fill rate of recipient rec983 limited to nitrileGloves,0.0
31082,"fill rate (rec983,respirators)",fill rate of recipient rec983 limited to respirators,0.0
31083,"fill rate (rec983,thermometers)",fill rate of recipient rec983 limited to thermometers,0.0
31084,"fill rate (rec984,faceShields)",fill rate of recipient rec984 limited to faceShields,0.0
31085,"fill rate (rec984,gowns)",fill rate of recipient rec984 limited to gowns,0.0
31086,"fill rate (rec984,nitrileGloves)",fill rate of recipient rec984 limited to nitrileGloves,0.0
31087,"fill rate (rec984,respirators)",fill rate of recipient rec984 limited to respirators,0.0
31088,"fill rate (rec984,thermometers)",fill rate of recipient rec984 limited to thermometers,0.0
31089,"fill rate (rec985,disinfectingWipes)",fill rate of recipient rec985 limited to disinfectingWipes,0.0
31090,"fill rate (rec985,disposableBooties)",fill rate of recipient rec985 limited to disposableBooties,0.0
31091,"fill rate (rec985,faceShields)",fill rate of recipient rec985 limited to faceShields,0.0
31092,"fill rate (rec985,gowns)",fill rate of recipient rec985 limited to gowns,0.0
31093,"fill rate (rec985,handmadeMasks)",fill rate of recipient rec985 limited to handmadeMasks,0.0
31094,"fill rate (rec985,nitrileGloves)",fill rate of recipient rec985 limited to nitrileGloves,0.0
31095,"fill rate (rec985,respirators)",fill rate of recipient rec985 limited to respirators,0.0
31096,"fill rate (rec985,thermometers)",fill rate of recipient rec985 limited to thermometers,0.0
31097,"fill rate (rec986,disinfectingWipes)",fill rate of recipient rec986 limited to disinfectingWipes,0.0
31098,"fill rate (rec986,faceShields)",fill rate of recipient rec986 limited to faceShields,0.0
31099,"fill rate (rec986,gowns)",fill rate of recipient rec986 limited to gowns,0.0
31100,"fill rate (rec986,surgicalMasks)",fill rate of recipient rec986 limited to surgicalMasks,0.0
31101,"fill rate (rec987,disinfectingWipes)",fill rate of recipient rec987 limited to disinfectingWipes,0.0
31102,"fill rate (rec987,disposableBooties)",fill rate of recipient rec987 limited to disposableBooties,0.0
31103,"fill rate (rec987,faceShields)",fill rate of recipient rec987 limited to faceShields,0.0
